Student_ID,Student_Name,Study_Hours,Attendance,Assignment_Score,Final_Marks,Result
624,Suzanne Gonzalez,9,72,52,61,Pass
625,Michael Farmer,1,61,66,52,Fail
626,Gavin Reyes,5,98,57,75,Pass
627,Katherine Rodriguez,4,79,57,60,Pass
628,Jonathan White,3,80,52,57,Fail
629,Ashley Vazquez,6,77,61,67,Pass
630,Leslie Acevedo,2,71,53,53,Fail
631,Elizabeth Graves,3,93,50,59,Fail
632,Tom Nixon,5,77,78,59,Fail
633,Gavin Chase,9,62,89,81,Pass
634,Matthew Powell,2,74,92,64,Pass
635,Nancy White,10,93,61,86,Pass
636,Debra Fernandez,8,100,75,90,Pass
637,Elizabeth Marshall,2,95,56,56,Fail
638,Jeremy Flores,5,56,90,62,Pass
639,Michael Weiss,7,94,71,79,Pass
640,Brittany Moore,8,55,53,58,Fail
641,James Gilbert,1,73,81,54,Fail
642,Amanda Hicks,6,68,96,89,Pass
643,Glenda Rios,1,68,68,47,Fail
644,Karen Walker,2,85,45,42,Fail
645,David Adams,1,100,89,72,Pass
646,Jeffrey Alexander,5,58,96,74,Pass
647,Daniel Smith,10,97,43,81,Pass
648,Andre Vasquez,9,85,50,77,Pass
649,Raymond Robinson,6,87,84,78,Pass
650,Heather Robles,1,89,79,62,Pass
651,Karen Blanchard,1,78,49,51,Fail
652,Mr. David Nielsen,2,73,94,74,Pass
653,Amanda Morris,9,97,67,77,Pass
654,Thomas Davis,3,54,50,42,Fail
655,Megan Miller,1,91,74,63,Pass
656,Matthew Humphrey,5,94,54,66,Pass
657,Jennifer Ford,7,75,47,53,Fail
658,David Fox,6,63,59,58,Fail
659,Harold Hayden,1,88,89,67,Pass
660,Amy Mcmahon,5,78,98,78,Pass
661,Jennifer Gray,5,55,60,54,Fail
662,David Avila,6,56,40,63,Pass
663,Paul Becker,3,86,68,62,Pass
664,Kevin Burns MD,5,67,63,61,Pass
665,Katherine Stevens,7,72,69,71,Pass
666,Kristen Coleman,5,93,79,76,Pass
667,Heather Higgins,5,87,74,71,Pass
668,Cristian Anderson,5,50,72,48,Fail
669,Kevin Acosta,10,53,59,65,Pass
670,Tommy Bush,10,100,96,97,Pass
671,Rachel Fletcher,3,93,55,63,Pass
672,Micheal Padilla,1,96,48,50,Fail
673,Frank Lane,5,84,70,64,Pass
674,Lindsey Jones,9,72,56,76,Pass
675,Heidi Thomas,1,76,98,72,Pass
676,Connie Baker,3,75,70,52,Fail
677,Mark Blake,4,57,87,64,Pass
678,Jasmine Schwartz,1,92,62,42,Fail
679,Scott Wiggins,1,65,45,39,Fail
680,Sierra Fowler MD,8,90,69,88,Pass
681,Teresa Mckay,2,52,94,60,Pass
682,Laura Davis,8,81,46,60,Pass
683,Amy Welch,7,54,95,68,Pass
684,Douglas Walker,10,69,87,81,Pass
685,Juan Hoffman,10,63,79,77,Pass
686,Lisa Fox,2,81,81,53,Fail
687,Eddie Barber,6,75,85,76,Pass
688,Vanessa Jones,6,96,50,70,Pass
689,Spencer Hensley,3,55,73,53,Fail
690,Matthew Martin,2,85,51,62,Pass
691,Derrick Rodriguez,1,89,99,67,Pass
692,Rhonda Wilcox,6,100,99,94,Pass
693,Debra Gaines,5,54,91,61,Pass
694,Richard Simmons,9,62,91,83,Pass
695,Brittany Monroe,1,81,84,63,Pass
696,Molly Gutierrez,7,65,86,71,Pass
697,Andrew Crosby,5,50,66,57,Fail
698,Matthew Alvarado,5,62,97,69,Pass
699,Duane Castillo,2,60,51,43,Fail
700,Oscar Weaver,3,57,52,45,Fail
701,Steven Cruz,7,74,47,55,Fail
702,Matthew Thompson,6,89,55,69,Pass
703,Corey Jimenez PhD,2,81,100,73,Pass
704,Toni Cowan,6,73,68,65,Pass
705,Erin Bradshaw,2,77,74,60,Pass
706,Joe Martin,2,63,99,60,Pass
707,April Smith,2,94,68,55,Fail
708,Sherri Morgan,3,52,70,51,Fail
709,Sarah Burgess,2,85,52,56,Fail
710,Kimberly Sanchez,4,76,51,55,Fail
711,Richard Carey,9,69,90,82,Pass
712,Eric Johnson,6,96,100,88,Pass
713,Paul Norton,1,64,41,34,Fail
714,Sierra Thornton,8,76,72,69,Pass
715,Sarah Edwards,7,94,47,66,Pass
716,Katelyn Young,10,90,80,85,Pass
717,Angel Gates,3,77,96,65,Pass
718,Jessica Taylor,1,74,98,69,Pass
719,Jacqueline Townsend,5,91,79,85,Pass
720,Jamie Martinez,4,93,92,69,Pass
721,Justin Ramsey,10,95,88,92,Pass
722,Kimberly Campbell,8,82,80,81,Pass
723,Mrs. Rebecca Rice,1,95,71,51,Fail
724,Christopher Burke,10,63,77,79,Pass
725,Billy May,1,57,67,46,Fail
726,Gabriella Holmes,4,97,54,65,Pass
727,Michael Myers,8,63,62,64,Pass
728,Craig White,5,50,63,52,Fail
729,Alexandra Parker,2,65,52,51,Fail
730,Wayne Marks,6,67,60,64,Pass
731,Wendy Giles,5,56,93,73,Pass
732,Daniel Walker,2,64,51,37,Fail
733,Mr. Derrick Vaughn,3,73,52,48,Fail
734,Stephen Gamble,9,98,78,95,Pass
735,Heather Ho,7,100,62,75,Pass
736,Diane Thompson,7,62,89,75,Pass
737,Heather Torres,6,58,85,69,Pass
738,Lori Taylor,8,64,82,84,Pass
739,Amy Crawford,4,84,67,60,Pass
740,Ashley Kent,8,73,53,70,Pass
741,Samuel Watson,4,82,56,60,Pass
742,Ashley James,8,65,63,62,Pass
743,Ryan Reynolds,9,57,92,79,Pass
744,Jordan Walters,3,78,97,67,Pass
745,Wayne Stevenson,3,72,73,53,Fail
746,Brittany Young,2,94,90,76,Pass
747,John Galvan Jr.,10,80,87,83,Pass
748,Stacey Frost,3,89,61,64,Pass
749,Jessica Mitchell,3,98,49,54,Fail
750,Susan Peterson,5,63,93,78,Pass
751,Arthur Harris,5,79,47,55,Fail
752,Brandon Collins,2,88,60,58,Fail
753,Mary Burke,10,76,76,80,Pass
754,Joshua Williams II,6,96,46,54,Fail
755,William Cervantes,5,65,65,52,Fail
756,Brianna Perry,6,100,52,59,Fail
757,Suzanne Chaney,1,55,55,43,Fail
758,Michael Henderson,5,82,69,67,Pass
759,Zachary Davis,9,93,70,86,Pass
760,Justin Golden,10,67,44,64,Pass
761,Roger Morgan,2,65,71,43,Fail
762,Laurie Park,1,61,55,50,Fail
763,Robert Becker,10,69,86,90,Pass
764,Sarah Reed,9,94,48,76,Pass
765,Alexis Scott,10,89,61,87,Pass
766,Christine Hart,9,78,94,87,Pass
767,Stephanie Odonnell,9,79,83,85,Pass
768,Suzanne Pineda,6,75,79,69,Pass
769,Rachel Smith,8,71,84,74,Pass
770,Bryan Burns,1,82,76,50,Fail
771,Erica Sanchez,10,88,53,74,Pass
772,Christine Wilson,4,96,55,76,Pass
773,Michelle Cantrell DDS,1,78,82,52,Fail
774,Kimberly Alvarado,8,71,59,64,Pass
775,Megan Robinson,1,94,83,65,Pass
776,Regina Thomas,3,62,54,61,Pass
777,Tracy Crawford,4,58,95,62,Pass
778,Aaron Hayes,8,73,83,76,Pass
779,Gregory Johnson,6,64,65,67,Pass
780,Logan Anderson,10,85,48,78,Pass
781,Terri Calhoun,7,62,40,52,Fail
782,William Miller,8,76,74,72,Pass
783,Tammy Jordan,2,93,83,69,Pass
784,Alexander Cannon,10,86,59,78,Pass
785,Jonathan Sanders,8,56,84,76,Pass
786,Zachary Pope,3,57,94,63,Pass
787,Shannon Stephenson,7,86,45,67,Pass
788,Jacob Johnson,3,90,81,71,Pass
789,Richard Hoffman,7,63,49,50,Fail
790,Shannon Walker,2,61,87,57,Fail
791,Cheryl Taylor DVM,10,85,98,96,Pass
792,Harry Graves,6,89,72,78,Pass
793,James Williams,3,66,55,49,Fail
794,Mary Gonzalez,3,89,75,56,Fail
795,Kyle Byrd,9,78,45,75,Pass
796,Dana Gould,7,76,58,71,Pass
797,Jennifer Moore,5,50,70,59,Fail
798,David Hensley,10,83,41,69,Pass
799,Alexis Graves,7,53,57,63,Pass
800,Logan Thompson,9,73,81,79,Pass
801,Timothy Guzman,1,70,67,55,Fail
802,William Robinson,7,82,99,94,Pass
803,David Crane,6,56,43,50,Fail
804,Amy Harris,10,50,100,89,Pass
805,Ashley Edwards,9,90,40,67,Pass
806,Emily Berry,1,52,86,58,Fail
807,Tyler Lane,4,93,81,71,Pass
808,Calvin Stewart,9,100,89,100,Pass
809,James Daugherty MD,4,64,55,52,Fail
810,Jerry Gross,10,80,84,83,Pass
811,Traci Shelton,3,65,97,66,Pass
812,Roberta Olson,9,59,86,78,Pass
813,Tanya Smith,2,78,41,47,Fail
814,Susan Guerrero,4,55,91,63,Pass
815,Kathleen Andrews,6,78,75,73,Pass
816,Rodney Blevins,2,66,40,43,Fail
817,Samantha Bauer,8,71,78,74,Pass
818,Theresa Skinner,8,73,62,72,Pass
819,Mr. Duane Trujillo,1,66,65,46,Fail
820,Bruce Rodriguez,3,70,50,60,Pass
821,Devon Wright,10,100,97,100,Pass
822,Wesley Carlson,9,99,81,92,Pass
823,Patricia Hunt,5,60,40,48,Fail
824,Joshua Lambert,6,56,50,51,Fail
825,Ralph Johnson,4,91,63,69,Pass
826,Kenneth Holmes MD,10,88,49,78,Pass
827,Sara Johnson,2,54,53,30,Fail
828,Vanessa Callahan,8,93,53,83,Pass
829,Ann Garcia,6,97,46,69,Pass
830,George Kent,5,70,62,59,Fail
831,Andrew Santos,9,67,82,83,Pass
832,Brian Morales,1,84,61,55,Fail
833,Sarah Webb,5,69,99,78,Pass
834,Cynthia Brown,6,64,75,63,Pass
835,Isaac Rivera,5,54,66,58,Fail
836,Cristina Foley,6,62,95,76,Pass
837,John Anderson,6,100,41,71,Pass
838,Jennifer Mckee,7,61,78,71,Pass
839,Jonathan Long,4,70,90,71,Pass
840,Barbara Ramos,8,86,85,79,Pass
841,Luis Boyer,7,55,58,61,Pass
842,Crystal Welch,9,56,46,67,Pass
843,Richard Rodriguez,7,75,51,60,Pass
844,Sandra Maldonado,3,91,42,51,Fail
845,James Little,3,97,86,68,Pass
846,Kelsey Dunn,8,57,44,52,Fail
847,Elizabeth Lawson,5,58,47,47,Fail
848,Gail Lewis,4,76,53,59,Fail
849,Stephen Hernandez,8,53,100,79,Pass
850,Aaron Shepard,6,70,75,65,Pass
851,Jose Velasquez,2,80,46,59,Fail
852,Joseph Nguyen,4,70,46,48,Fail
853,Jaime Shaffer,4,89,89,77,Pass
854,Jason Evans,6,74,85,76,Pass
855,Jessica Lee,6,88,71,74,Pass
856,Crystal Taylor,1,64,47,32,Fail
857,Susan Logan,8,84,97,94,Pass
858,Maria Hill,6,98,51,69,Pass
859,Thomas Lopez,3,92,49,61,Pass
860,Adam Sullivan,9,90,53,81,Pass
861,Matthew Chapman,2,86,48,60,Pass
862,Joseph Russell,8,91,77,77,Pass
863,Lauren Phillips,10,96,69,83,Pass
864,Martha Willis,3,77,44,47,Fail
865,Karen Alvarez,5,63,40,46,Fail
866,Donna Barber,6,53,40,57,Fail
867,Jeffrey Huang,10,69,96,84,Pass
868,Rebecca Flores,6,83,59,65,Pass
869,Jonathan Walters,4,61,88,57,Fail
870,Kayla Bailey,3,82,50,57,Fail
871,Jennifer Harper,4,73,65,59,Fail
872,Laura Benitez,1,69,83,61,Pass
873,Denise Peterson,4,54,42,49,Fail
874,Angela Robbins,1,87,45,39,Fail
875,Arthur Miller,1,79,82,60,Pass
876,Catherine Hull,10,73,100,86,Pass
877,Martha Brown,6,92,84,80,Pass
878,Richard Caldwell,5,89,50,59,Fail
879,Hannah Miller,4,56,47,57,Fail
880,Lori Simmons,3,85,68,75,Pass
881,Mercedes Downs,1,87,49,47,Fail
882,Ernest Graham,6,65,73,67,Pass
883,Mary Morris,2,64,63,39,Fail
884,Jeremy Mathis,8,95,85,78,Pass
885,Justin Monroe,10,72,100,94,Pass
886,Michael Black,5,61,87,68,Pass
887,Lisa Lee,7,78,56,69,Pass
888,David Wise,10,93,71,82,Pass
889,Nicole Boyd,2,97,50,57,Fail
890,Christina Mcmillan,8,64,73,60,Pass
891,Gregory Hernandez,2,78,63,52,Fail
892,Heather Ferrell,4,94,94,80,Pass
893,Norman Taylor,1,92,44,57,Fail
894,Ryan Brown,5,98,68,71,Pass
895,Daryl Thomas,9,70,87,86,Pass
896,Amy Fowler,1,64,87,54,Fail
897,Mrs. Sabrina Edwards,9,63,97,87,Pass
898,Danielle Daniel,8,91,73,78,Pass
899,Theresa Smith,6,93,55,78,Pass
900,Brett Hernandez DDS,7,65,64,64,Pass
901,Cynthia Morris,3,64,76,58,Fail
902,Vanessa Peters,1,91,47,53,Fail
903,Renee Cunningham,5,53,68,61,Pass
904,Michael Calderon,2,76,91,63,Pass
905,Justin Booker,5,72,85,73,Pass
906,Christopher Thomas,8,78,64,68,Pass
907,Nicole Wolf,9,90,81,88,Pass
908,Michael Moses,2,58,62,51,Fail
909,Alison Anderson,3,92,73,64,Pass
910,Phillip Peters,3,92,42,52,Fail
911,John Walters,1,56,69,44,Fail
912,John Craig,8,91,89,80,Pass
913,Laurie Hicks,6,53,92,73,Pass
914,Jeffrey Velasquez,8,54,73,67,Pass
915,John Rivers,9,54,71,74,Pass
916,Stephanie Burnett,5,60,92,69,Pass
917,Robert Barajas,3,90,68,66,Pass
918,Paula Lucas,5,77,48,49,Fail
919,Brianna Donaldson,5,65,41,45,Fail
920,Angela Yang,5,90,96,76,Pass
921,Karen Serrano,3,79,78,70,Pass
922,Crystal Howell,10,53,46,66,Pass
923,Sarah Acosta,4,51,85,60,Pass
924,Amanda Sanchez,9,95,44,71,Pass
925,George Little,10,52,47,67,Pass
926,Joseph Schaefer,9,99,71,82,Pass
927,Keith Mueller,2,70,94,68,Pass
928,David Crawford,8,55,93,77,Pass
929,Alan Johnson,8,92,57,81,Pass
930,Richard Rodriguez,7,67,77,67,Pass
931,Sherry Koch,8,93,85,85,Pass
932,Susan Reeves,3,54,57,43,Fail
933,Nicole Smith DDS,6,58,88,79,Pass
934,William Patel,1,69,80,56,Fail
935,Audrey Harrison,7,77,84,73,Pass
936,Tracy Cannon MD,1,75,55,43,Fail
937,Gerald Smith,9,67,60,74,Pass
938,Cynthia Villarreal,1,68,49,34,Fail
939,Eric Henry,1,52,81,50,Fail
940,Bruce Allen,7,58,43,51,Fail
941,Jason Swanson,2,85,83,64,Pass
942,Robert Warren,5,80,98,79,Pass
943,Christopher Hawkins,8,98,47,72,Pass
944,Ricky Brown,8,66,86,77,Pass
945,Christina Hunt,3,72,92,68,Pass
946,Eric Hill,7,83,94,92,Pass
947,Anita Day DDS,3,90,58,66,Pass
948,Ronald Zamora,6,90,86,78,Pass
949,Jennifer Norton,6,54,79,69,Pass
950,Stacy Chen,3,64,79,63,Pass
951,Michael Robles,7,96,90,84,Pass
952,Chelsea Chen,3,52,48,44,Fail
953,Randy Chaney,8,68,69,75,Pass
954,Tom Long,10,77,95,87,Pass
955,Joshua Taylor,4,52,56,49,Fail
956,Craig Monroe,1,87,79,60,Pass
957,Robin Smith,4,53,83,60,Pass
958,Christopher Wilson,7,73,98,81,Pass
959,Mark Lee,4,80,54,60,Pass
960,Rebecca Schneider,6,94,43,64,Pass
961,Eddie Hill,9,94,45,76,Pass
962,Rachel Christensen,1,60,100,74,Pass
963,Phyllis Frazier,5,86,55,60,Pass
964,Ryan Ford,7,50,65,63,Pass
965,Russell Kline,1,58,96,61,Pass
966,David Watson,4,66,76,68,Pass
967,Jeanne Curtis,6,50,62,60,Pass
968,Mrs. Cynthia Cruz,2,52,52,37,Fail
969,Tammy Mason,10,96,86,90,Pass
970,Timothy Johnson,5,75,56,61,Pass
971,William Thompson,10,80,96,89,Pass
972,Brian Kline,1,75,93,55,Fail
973,Robert Guerra,6,72,66,62,Pass
974,Angela Jordan,6,79,91,74,Pass
975,Brian Clark,4,59,61,49,Fail
976,Paula Guzman,8,57,76,84,Pass
977,Vicki Hall,4,93,58,65,Pass
978,Kyle Patterson,8,74,78,78,Pass
979,Heather Webb,8,71,74,79,Pass
980,Jessica Taylor,5,64,52,64,Pass
981,Arthur Dixon,4,90,53,62,Pass
982,Brett Ferrell,2,59,87,64,Pass
983,Matthew Douglas,3,69,70,55,Fail
984,David Bennett,3,90,84,65,Pass
985,Mr. Drew Turner Jr.,4,96,41,62,Pass
986,Shannon Berger,4,72,85,72,Pass
987,Jenna Parker,10,50,91,85,Pass
988,Reginald Jones,5,51,78,62,Pass
989,Joshua Lee,4,68,76,59,Fail
990,Mark Wright,10,63,53,68,Pass
991,Jeffrey Lucero,8,57,48,66,Pass
992,Mrs. Jessica Knight,6,87,49,61,Pass
993,Marcus Yu,6,61,46,56,Fail
994,Matthew Kelly,8,75,67,69,Pass
995,Deanna Winters,7,76,85,77,Pass
996,Kenneth Juarez,10,78,64,74,Pass
997,Megan Salas,10,64,85,83,Pass
998,Jose Barton,8,95,96,89,Pass
999,Scott Lyons,2,50,67,39,Fail
1000,Lisa Chang,9,92,41,74,Pass
1001,Anne Maldonado,1,77,56,52,Fail
1002,Mark Horton,8,52,98,79,Pass
1003,Rebecca Mckee,4,100,91,73,Pass
1004,Tara Cortez,4,67,43,44,Fail
1005,Crystal Cantrell,5,83,52,72,Pass
1006,Misty Rose,8,81,57,58,Fail
1007,Jeremiah Parker,5,78,42,50,Fail
1008,John Gonzalez,8,74,90,93,Pass
1009,Joseph Hernandez,10,75,76,95,Pass
1010,Jason Ortiz,1,88,72,67,Pass
1011,Tyler Patterson,10,57,80,82,Pass
1012,Michelle Melendez,9,68,63,69,Pass
1013,Katherine Rogers,6,96,47,57,Fail
1014,Debra Christian,3,91,74,68,Pass
1015,Jose Saunders,8,71,41,58,Fail
1016,Dustin Fields,9,78,72,86,Pass
1017,Edgar Hall,6,82,51,54,Fail
1018,Daniel Becker,7,87,61,73,Pass
1019,Rachel Romero,1,94,52,57,Fail
1020,Calvin Martinez,5,95,49,68,Pass
1021,Micheal Weaver,5,84,56,67,Pass
1022,Christina Lopez,10,92,82,92,Pass
1023,Sharon Martin,4,52,44,46,Fail
1024,Joanna Cross,6,68,96,81,Pass
1025,Lisa Skinner,7,59,98,80,Pass
1026,Kevin Williams,9,76,48,71,Pass
1027,Brian Mills,1,64,52,43,Fail
1028,Jason Chang,6,60,99,74,Pass
1029,Wendy Washington,7,96,91,79,Pass
1030,Christopher Sanchez,3,75,62,50,Fail
1031,Katherine Pierce,8,73,69,72,Pass
1032,Tara Barnes,5,62,82,66,Pass
1033,Carolyn Scott,9,81,94,84,Pass
1034,Philip Thomas,5,86,43,53,Fail
1035,Anthony Stewart,9,53,60,65,Pass
1036,Justin Wade,10,62,82,86,Pass
1037,Willie Morgan,4,58,48,38,Fail
1038,Gregory White,9,98,46,70,Pass
1039,Donald May,5,83,55,63,Pass
1040,Grant Flores III,10,86,62,87,Pass
1041,David Bass,9,97,97,100,Pass
1042,James Boone,3,56,62,49,Fail
1043,Melissa Huerta,4,50,70,53,Fail
1044,Kristi Jones,9,61,96,83,Pass
1045,Jessica Willis,10,70,44,70,Pass
1046,Gordon Rosales,6,60,45,54,Fail
1047,Erin Pratt,2,93,90,70,Pass
1048,David Carlson,7,100,40,60,Pass
1049,Keith Decker Jr.,2,93,98,65,Pass
1050,Kristi Collins,2,93,87,72,Pass
1051,Elaine Clark,1,63,67,48,Fail
1052,Juan Pitts,3,83,57,61,Pass
1053,James Horton,6,83,63,69,Pass
1054,Michael Lee,8,74,52,60,Pass
1055,Samantha Young MD,9,53,72,79,Pass
1056,Dustin Williams,7,75,49,63,Pass
1057,Veronica Brown,4,65,46,46,Fail
1058,Paul Brown,6,59,76,63,Pass
1059,Tyler Williams,5,94,71,66,Pass
1060,Melinda Reed,8,51,84,75,Pass
1061,Stacy Salazar,1,84,61,52,Fail
1062,Steven Woodward,1,68,55,55,Fail
1063,Theresa Cooke,6,55,63,62,Pass
1064,Mark Hale,10,68,91,97,Pass
1065,Margaret Lawson,2,100,93,68,Pass
1066,Sean Rice,5,57,53,52,Fail
1067,Andrew Clements,1,63,50,46,Fail
1068,Toni Smith,7,59,58,65,Pass
1069,Corey Taylor,1,52,62,43,Fail
1070,Nathan Parker,4,87,73,62,Pass
1071,Christopher Patton,9,78,99,79,Pass
1072,Dr. Caroline Pearson,1,64,79,53,Fail
1073,Daniel Nguyen,4,72,52,54,Fail
1074,Kevin Harrison,6,72,78,71,Pass
1075,Emma Barnett,6,67,83,64,Pass
1076,Lisa Moore,8,95,67,75,Pass
1077,Timothy Wheeler,1,68,79,57,Fail
1078,Peggy Massey,7,77,55,69,Pass
1079,Jennifer Hernandez,1,75,89,62,Pass
1080,Tamara Jones,7,59,90,73,Pass
1081,Lori Hughes,3,96,67,59,Fail
1082,Angela Scott,8,53,43,62,Pass
1083,Gerald Miller,3,51,67,55,Fail
1084,Allen Mueller,1,52,96,54,Fail
1085,Carrie Meyer,8,56,99,85,Pass
1086,Margaret Davis,3,65,51,49,Fail
1087,Mr. Erik Meyer,2,80,55,49,Fail
1088,Meghan Sanchez,1,59,92,62,Pass
1089,Holly Higgins,3,68,93,67,Pass
1090,Stephen Olsen,2,77,88,62,Pass
1091,Brittney Mitchell,2,66,75,49,Fail
1092,Dennis Duncan,6,77,59,59,Fail
1093,Austin Arnold,1,68,65,54,Fail
1094,Christine Miller,2,86,95,72,Pass
1095,Christie Dunlap,6,72,95,72,Pass
1096,Carrie Morgan,3,69,65,50,Fail
1097,Larry Patrick,4,62,61,66,Pass
1098,Katrina Davis MD,1,62,95,62,Pass
1099,Colin Jordan,8,92,48,77,Pass
1100,Andrea Perez,7,60,44,64,Pass
1101,Bernard Garcia,7,97,56,68,Pass
1102,Daniel Smith,3,64,88,72,Pass
1103,Denise Mcfarland,10,66,73,74,Pass
1104,Shannon Brooks,10,99,41,80,Pass
1105,Lawrence Cohen,3,77,92,68,Pass
1106,Nicholas Ortiz,2,68,94,68,Pass
1107,Bruce Andersen,1,53,46,36,Fail
1108,Kendra Taylor,7,71,75,75,Pass
1109,Ms. Maria Glover,7,71,52,70,Pass
1110,Adrian Perez,2,86,59,61,Pass
1111,Jeremy Watson,7,88,69,75,Pass
1112,Wayne Santiago,8,83,69,72,Pass
1113,James Ayala,1,82,50,46,Fail
1114,Diana Anderson,9,93,70,85,Pass
1115,Jeremy Avery,7,91,97,90,Pass
1116,Ashley Sullivan,3,89,42,58,Fail
1117,Ryan Wise,8,82,98,84,Pass
1118,Julia Rios,7,61,41,51,Fail
1119,Krystal Young,8,51,87,69,Pass
1120,Andrea Spence,6,77,42,57,Fail
1121,Eric Miller,9,59,95,84,Pass
1122,Lisa Espinoza,5,71,54,60,Pass
1123,Mallory Williams,3,66,56,44,Fail
1124,Danielle Maxwell,3,75,87,62,Pass
1125,Michael Perez,1,52,91,51,Fail
1126,Nicholas Lyons,8,56,46,68,Pass
1127,Melissa Henry DVM,2,93,87,67,Pass
1128,Robert Serrano,3,57,44,36,Fail
1129,Stephanie Houston,8,69,73,76,Pass
1130,Nicole Johnson,8,61,72,71,Pass
1131,Phillip Gutierrez,4,84,93,69,Pass
1132,Scott Dixon,4,66,100,69,Pass
1133,Angela Adams,5,77,84,70,Pass
1134,Joseph Smith,6,90,55,66,Pass
1135,Nicole Robinson,5,59,76,68,Pass
1136,Tony White,7,71,42,62,Pass
1137,Tara Graham,2,87,98,72,Pass
1138,Laura Johnson,7,82,98,90,Pass
1139,Diane Romero,10,71,86,84,Pass
1140,Jennifer Thomas,7,93,87,80,Pass
1141,Jeremy Bray PhD,1,86,82,63,Pass
1142,Hannah Stephens,7,62,96,79,Pass
1143,Andrew Freeman,5,76,90,66,Pass
1144,Michael Bentley,3,64,89,71,Pass
1145,Ronald Pittman,3,71,60,49,Fail
1146,Jeffrey Williams,4,79,80,70,Pass
1147,Kristen Benjamin,2,92,47,55,Fail
1148,John Williams,2,89,61,42,Fail
1149,Anthony Scott,1,86,90,66,Pass
1150,Adrian Burton,5,83,93,85,Pass
1151,Kelsey Ross,4,93,44,54,Fail
1152,Holly Mcmahon,10,83,56,68,Pass
1153,Christy Kelly,2,97,76,65,Pass
1154,Kevin Hood,3,84,53,58,Fail
1155,Kristen King,7,91,78,79,Pass
1156,David Ford,7,68,80,69,Pass
1157,Misty Welch,4,57,67,51,Fail
1158,Stephen Hughes,5,88,70,61,Pass
1159,Curtis Brown,5,82,56,53,Fail
1160,Paul Collins,6,93,74,74,Pass
1161,Nicholas Navarro,9,77,79,84,Pass
1162,Justin Bridges II,2,86,61,57,Fail
1163,Cindy Johnson,5,97,84,79,Pass
1164,Glenn Edwards,3,74,87,69,Pass
1165,Sarah Beck,4,85,92,81,Pass
1166,Dennis Mccormick,10,66,68,77,Pass
1167,John Pittman,6,73,49,61,Pass
1168,Veronica Walker,8,70,57,70,Pass
1169,Samantha Howard,1,51,74,49,Fail
1170,Dr. Gerald Sanders,10,80,83,87,Pass
1171,Heather Acosta,8,93,55,74,Pass
1172,Carrie Gray,7,82,89,89,Pass
1173,Dawn Bowers,1,79,88,69,Pass
1174,Jason Brooks,2,61,46,34,Fail
1175,Derek Perez,3,93,69,66,Pass
1176,Curtis Rodriguez,1,61,58,45,Fail
1177,Amanda Trevino,9,100,94,100,Pass
1178,Valerie Robles,8,98,99,93,Pass
1179,Connie Robertson,2,73,62,54,Fail
1180,Rachel Steele,9,73,47,64,Pass
1181,Michael Adkins,7,60,56,65,Pass
1182,Derrick Robinson,9,62,60,63,Pass
1183,Jose Ward,6,76,65,65,Pass
1184,Paige Dawson,6,57,96,68,Pass
1185,Brooke Webb,4,59,67,55,Fail
1186,Crystal Mccoy,10,57,98,84,Pass
1187,Jennifer Evans,10,69,78,86,Pass
1188,Alexandra Sullivan,2,57,72,51,Fail
1189,Joseph Miller,7,58,79,77,Pass
1190,Courtney Williams,5,56,58,54,Fail
1191,Christopher Green,6,63,68,59,Fail
1192,Charles Arias,2,77,59,51,Fail
1193,Michael Phillips,5,51,59,56,Fail
1194,Mallory Thompson,10,92,49,86,Pass
1195,Matthew Hill,4,57,51,46,Fail
1196,Rachel Fuentes,9,62,95,92,Pass
1197,Joy Smith,6,70,72,67,Pass
1198,Joseph Webster,2,96,95,71,Pass
1199,Carolyn Pratt,1,77,64,56,Fail
1200,Dennis Gibson,5,84,64,73,Pass
1201,Jackson Salazar,9,72,92,88,Pass
1202,Peter Murray,6,95,43,57,Fail
1203,Brittany Cummings,10,64,43,68,Pass
1204,John Stevenson,7,51,48,66,Pass
1205,Laura Mcgrath,5,100,54,55,Fail
1206,Joshua Cox,10,61,95,88,Pass
1207,Steven Lara,6,85,65,68,Pass
1208,Laura Davidson,5,52,54,48,Fail
1209,Troy Krueger,9,54,65,74,Pass
1210,Michael Hill,6,52,67,52,Fail
1211,David Massey,8,96,46,69,Pass
1212,Ivan Huber,2,68,71,60,Pass
1213,Krystal Copeland,9,51,51,67,Pass
1214,Christopher Mccann,5,93,74,75,Pass
1215,Laura Vasquez,7,86,91,84,Pass
1216,Sarah Dixon,10,66,71,78,Pass
1217,Michael Brown,1,63,48,39,Fail
1218,Bryan Williams,10,77,53,69,Pass
1219,Sarah Crawford,5,76,52,63,Pass
1220,Michael Wood,10,59,95,87,Pass
1221,Jennifer Hanson,2,52,99,65,Pass
1222,Seth Holloway,6,85,83,73,Pass
1223,Ashley Sherman,1,87,72,54,Fail
1224,Mallory Knapp,3,74,71,62,Pass
1225,Christina Marks,5,71,58,48,Fail
1226,Bryan Small,4,97,69,56,Fail
1227,Patricia Cardenas,3,88,55,62,Pass
1228,Peter Hernandez,10,96,51,76,Pass
1229,Megan Romero,5,79,49,59,Fail
1230,Adam Burke,8,70,41,63,Pass
1231,Nathan Hopkins,4,79,57,64,Pass
1232,Vanessa Rogers,1,77,52,45,Fail
1233,Andrew Chung,7,80,68,70,Pass
1234,Sarah Webster,8,75,63,69,Pass
